Food & Beverages,Inflight Entertainment,Seat Comfort,Staff Service,Value for Money,Aircraft,Type Of Traveller,Seat Type,Route,Date Flown,Cabin Staff Service,Ground Service,Value For Money,Recommended,Wifi & Connectivity
3,3,1,,,,Solo Leisure,Economy Class,London to Dallas,Apr-23,1,1,1,no,1
1,,4,,,,Business,Economy Class,London to Madrid,May-23,3,1,1,no,
3,1,1,,,,Solo Leisure,Economy Class,London to Belfast,May-23,3,1,1,no,1
4,5,5,,,,Couple Leisure,Business Class,Los Angeles to London,May-23,5,1,1,no,2
1,2,4,,,,Couple Leisure,Business Class,Atlanta to London,Apr-23,3,1,1,no,1
,,,,,,Couple Leisure,Business Class,,May-23,,,1,no,
1,1,1,,,Boeing 787-9,Solo Leisure,Business Class,Sydney to London via Singapore,May-23,1,1,1,no,1
1,1,1,,,,Solo Leisure,Business Class,Heathrow to Faro,May-23,1,1,1,no,1
,,,,,,Business,Economy Class,London to Barcelona,May-23,,1,1,no,
3,3,4,,,,Business,Economy Class,New York to London,Apr-23,3,1,1,no,4
1,5,4,,,Boeing 787,Couple Leisure,Business Class,Singapore to London,Apr-23,2,3,1,no,1
3,2,3,,,,Couple Leisure,Economy Class,Sweden to Los Angeles via London,Jan-23,3,3,1,no,
1,1,3,,,Boeing 777,Couple Leisure,Premium Economy,Seattle to Zagreb via London,Apr-23,2,3,2,no,1
2,3,2,,,Boeing 777,Family Leisure,Premium Economy,"Bangalore to Toronto via London,",Apr-23,1,1,1,no,
1,3,2,,,Dreamliner,Family Leisure,Economy Class,London to Denver,Feb-23,1,1,2,no,1
4,3,4,,,A350,Solo Leisure,Premium Economy,London to Hong Kong,Apr-23,5,4,4,yes,
1,3,1,,,,Couple Leisure,Economy Class,Brussels to Los Angeles via London Heathrow,Apr-23,4,1,1,no,1
2,,1,,,,Couple Leisure,Economy Class,Copenhagen to London,Apr-23,4,2,2,no,
2,3,2,,,,Family Leisure,Economy Class,London to Denver,Mar-23,5,4,1,no,1
1,1,2,,,,Solo Leisure,Economy Class,Hong Kong to London,Apr-23,1,2,2,no,1
4,,3,,,A320,Business,Business Class,Heathrow to Malaga,Apr-23,3,3,2,no,1
,1,4,,,,Family Leisure,Economy Class,Santorini to Gatwick,Mar-23,4,3,1,no,3
2,,3,,,,Solo Leisure,Economy Class,Madrid to Belfast via London,Jan-23,3,1,1,no,
1,1,1,,,,Business,Economy Class,Dublin to London,Apr-23,1,1,1,no,1
2,1,1,,,,Couple Leisure,Business Class,London to Venice,Mar-23,2,2,2,no,
1,4,1,,,A350,Couple Leisure,Economy Class,Las Vegas to London,Apr-23,1,4,1,no,1
5,,5,,,A320,Solo Leisure,Business Class,Faro to Heathrow,Apr-23,5,3,5,yes,
2,3,4,,,Boeing 777,Couple Leisure,Business Class,London to Atlanta,Apr-23,3,2,3,no,3
1,,1,,,,Couple Leisure,Economy Class,London to Copenhagen,Apr-23,4,1,1,no,
2,,3,,,,Couple Leisure,Economy Class,London to Malta,Apr-23,1,1,1,no,
3,,4,,,A319,Couple Leisure,Economy Class,Belfast to London,Apr-23,4,4,4,yes,
3,3,2,,,Boeing 787,Business,Premium Economy,London to Hong Kong,Apr-23,2,4,3,no,5
5,5,4,,,,Family Leisure,Economy Class,Mumbai to Chicago via London,Apr-23,1,1,1,no,1
2,2,3,,,Boeing 777,Business,Business Class,London to New York,Apr-23,2,3,2,no,1
3,5,4,,,Boeing 777-200,Solo Leisure,Economy Class,Mumbai to London,Mar-23,5,4,5,yes,5
5,,4,,,Boeing 787 / A320,Couple Leisure,Business Class,Mexico City to Amsterdam via London,Mar-23,5,4,5,yes,
3,1,3,,,,Business,Economy Class,Barcelona to London,Mar-23,3,3,1,no,1
,1,3,,,A321,Couple Leisure,Economy Class,London to Lanzarote,Mar-23,2,2,3,no,
1,,1,,,,Couple Leisure,Economy Class,Marrakech to London Heathrow,Mar-23,1,1,1,no,
1,,1,,,,Couple Leisure,Economy Class,London Heathrow to Marrakech,Mar-23,3,1,1,no,
,,1,,,,Family Leisure,Economy Class,London to Algiers,May-22,1,1,2,no,
3,4,3,,,,Couple Leisure,Economy Class,Miami to Munich via London,Mar-23,1,1,1,yes,2
1,2,1,,,,Business,Economy Class,New York to London,Mar-23,1,2,2,no,
1,1,1,,,A321Neo,Couple Leisure,Economy Class,Cairo to London,Mar-23,4,4,2,no,1
2,3,4,,,Boeing 777,Solo Leisure,Premium Economy,Mumbai to Nassau via London,Mar-23,4,3,3,yes,1
4,4,4,,,A380,Couple Leisure,First Class,Johannesburg to London,Mar-23,5,1,2,no,4
,,3,,,,Solo Leisure,Economy Class,Munich to London Heathrow,Mar-23,3,1,1,no,
,,1,,,,Couple Leisure,Economy Class,Amsterdam to London,Mar-23,,1,1,no,
3,,3,,,,Couple Leisure,Economy Class,Heathrow to Belfast City,Mar-23,3,1,1,no,
2,,1,,,A320,Couple Leisure,Economy Class,Gatwick to Dubrovnik,Mar-23,3,5,5,yes,
1,,2,,,,Business,Economy Class,London Heathrow to Amsterdam,Mar-23,1,1,1,no,
1,1,3,,,,Solo Leisure,Economy Class,Zagreb to London Heathrow,Mar-23,2,1,2,no,1
2,2,1,,,,Couple Leisure,Premium Economy,New York JFK to Heathrow,Mar-23,2,3,1,no,
1,1,1,,,,Solo Leisure,Economy Class,Dublin to Orlando via Heathrow,Dec-22,1,1,1,no,1
1,,1,,,,Family Leisure,Economy Class,London Heathrow to Munich,Mar-23,1,1,1,no,
4,4,4,,,,Business,Business Class,London to Dubai,Dec-22,4,1,1,no,4
3,,2,,,A320,Solo Leisure,Economy Class,Geneva to London,Mar-23,3,1,2,no,
,,1,,,,Family Leisure,Economy Class,Prague to London,Dec-22,,1,1,no,
1,1,1,,,,Business,Economy Class,Heathrow to Glasgow,Mar-23,1,1,1,no,1
2,,5,,,A321,Business,Economy Class,London Heathrow to Arlanda Stockholm,Mar-23,5,5,5,yes,
,,,,,,Couple Leisure,Business Class,Portland to Tel Aviv via Heathrow,Mar-23,,,1,no,
,,,,,,Solo Leisure,Business Class,Heathrow to Milan Malpensa,Apr-22,,1,1,no,
1,1,1,,,,Solo Leisure,Economy Class,London to Los Angeles,Mar-23,2,3,1,no,1
5,5,5,,,Boeing 777 / A320,Solo Leisure,Economy Class,New York to Istanbul via London,Mar-23,5,5,5,yes,
1,4,3,,,,Couple Leisure,Premium Economy,London Heathrow to Las Vegas,Mar-23,2,2,3,no,
1,1,1,,,A321neo,Business,Business Class,London to Cairo,Jan-23,2,3,1,no,
5,4,3,,,Boeing 787,Solo Leisure,Economy Class,London Singapore,Feb-23,5,5,4,yes,
2,3,2,,,A380,Business,Business Class,London to Dubai,Feb-23,3,4,3,yes,
4,,2,,,A320,Business,Business Class,Brussels to London,Feb-23,4,4,4,yes,
1,,1,,,,Family Leisure,Economy Class,Lyon to London,Feb-23,4,1,1,no,
1,1,1,,,,Family Leisure,Economy Class,London to Lyon,Feb-23,4,1,1,no,1
1,,2,,,A320,Couple Leisure,Economy Class,Faro to Gatwick,Feb-23,2,5,2,no,
1,,3,,,A320,Family Leisure,Economy Class,Oslo to London,Feb-23,3,2,3,no,
1,,2,,,A320,Solo Leisure,Economy Class,London to Madrid,Feb-23,1,1,2,no,
2,3,4,,,,Couple Leisure,Economy Class,Islamabad to London,Feb-23,5,4,5,yes,
,,3,,,,Couple Leisure,Economy Class,Edinburgh to London,Feb-23,2,1,1,no,
4,4,5,,,Boeing 787-9,Couple Leisure,Business Class,Mexico City to London,Feb-23,5,5,5,yes,
5,,5,,,A320,Solo Leisure,Economy Class,Palma to Gatwick,Jan-23,5,5,5,yes,
5,,5,,,,Family Leisure,Economy Class,London to Madrid,Feb-23,5,5,5,yes,
4,,5,,,A320,Business,Economy Class,London Heathrow to Glasgow,Jan-23,5,5,5,yes,5
1,,3,,,,Couple Leisure,Premium Economy,London to Buenos Aires,Jan-23,1,4,1,no,
1,1,4,,,Boeing 777-300,Solo Leisure,Premium Economy,London to Vancouver,Jan-23,4,4,1,no,
,,1,,,,Solo Leisure,Economy Class,Faro to London,Jan-23,2,4,3,no,1
4,3,4,,,A380,Solo Leisure,First Class,Heathrow to Johannesburg,Jan-23,5,5,4,yes,3
5,4,4,,,Boeing 777-200,Couple Leisure,Business Class,Cape Town to London,Jan-23,5,4,4,yes,4
5,5,5,,,Boeing 777-300ER,Couple Leisure,Business Class,London to Male,Jan-23,5,5,4,yes,2
1,,3,,,,Solo Leisure,Business Class,London to Vienna,Dec-22,2,1,1,no,
2,,2,,,,Couple Leisure,Economy Class,Johannesburg to Los Angeles via London,Jan-23,2,1,2,no,
,,,,,,Solo Leisure,Economy Class,London Gatwick to Alicante,Jan-23,,,1,no,
4,3,4,,,Boeing 787-8,Family Leisure,Economy Class,London to Tel Aviv,Dec-22,5,4,5,yes,4
5,5,3,,,Boeing 777-200,Couple Leisure,Business Class,London Heathrow to Cape Town,Jan-23,5,4,4,yes,5
,,3,,,,Solo Leisure,Economy Class,Gatwick to Dublin,Jan-23,5,1,1,no,
1,1,3,,,,Solo Leisure,Premium Economy,London Heathrow to Athens Greece,Apr-22,4,3,1,no,1
1,3,1,,,Boeing 777-200,Family Leisure,Economy Class,Atlanta to London,Jan-23,1,1,2,no,
3,4,3,,,A380,Family Leisure,Economy Class,London to Chicago,Dec-22,2,3,2,no,
1,1,1,,,,Family Leisure,Economy Class,Istanbul to Vancouver via Heathrow,Jan-23,5,1,1,no,
1,1,1,,,"A320, A380",Family Leisure,Business Class,Vienna to Los Angeles via London Heathrow,Jan-23,2,1,1,no,1
2,1,2,,,,Business,Business Class,London to San francisco,Jan-23,5,2,1,no,1
3,,4,,,A321,Business,Economy Class,London to Belfast,Jan-23,5,5,4,yes,
1,1,5,,,A380,Business,Economy Class,Doha to London,Dec-22,3,5,4,no,
4,2,3,,,Boeing 777,Couple Leisure,Business Class,London to Barbados,Dec-22,4,4,3,no,
4,2,3,,,Boeing 777,Solo Leisure,Premium Economy,London Gatwick to Cape Town,Dec-22,4,2,3,no,
2,2,4,,,A350,Solo Leisure,Business Class,Cape Town to London,Dec-22,3,1,2,no,
,,3,,,,Solo Leisure,Economy Class,London Heathrow to Frankfurt,Dec-22,3,1,1,no,
,,,,,,Family Leisure,Economy Class,Vancouver to Delhi via London,Dec-22,,,1,no,
2,,3,,,A320,Couple Leisure,Economy Class,Marseille to London,Dec-22,3,4,5,yes,
1,1,2,,,Boeing 777-300,Couple Leisure,First Class,London to Male,Dec-22,2,3,1,no,1
,,2,,,A320,Solo Leisure,Economy Class,Keflavik to London Heathrow,Dec-22,3,1,1,no,
3,,3,,,,Business,Business Class,London Heathrow to Frankfurt,Oct-22,4,1,1,no,
2,2,2,,,,Solo Leisure,Economy Class,London Heathrow to Bangkok via Doha,Dec-22,2,1,1,no,
1,3,4,,,,Couple Leisure,Premium Economy,London Gatwick to Cancun,Nov-22,1,1,1,no,
4,3,3,,,,Solo Leisure,Premium Economy,London to Phoenix,Dec-22,5,1,4,no,
5,,4,,,A321,Business,Business Class,London to Rome,Dec-22,4,1,4,yes,4
1,1,1,,,Boeing 777,Couple Leisure,Business Class,Barbados to London Heathrow,Dec-22,1,1,1,no,
4,4,2,,,Boeing 777-200,Solo Leisure,Economy Class,Doha to  Gatwick,Nov-22,5,3,5,yes,
3,3,5,,,A320,Business,Business Class,Glasgow to London,Dec-22,5,5,3,no,3
3,,3,,,Boeing 777,Couple Leisure,Premium Economy,London to Boston,Dec-22,4,3,3,yes,
1,,2,,,A320,Solo Leisure,Business Class,London to Prague,Nov-22,1,2,1,no,
,,1,,,,Business,Business Class,London to Larnaca,Dec-22,,2,3,no,
1,,3,,,,Family Leisure,Economy Class,Cairo to London,Dec-22,2,3,2,no,
1,3,1,,,Boeing 787-9,Business,Economy Class,Denver to London,Dec-22,1,1,1,no,
5,,3,,,A320,Solo Leisure,Business Class,London to Marrakech,Jun-22,5,4,3,yes,
2,2,2,,,A380,Solo Leisure,Economy Class,San Francisco to London,Nov-22,1,3,2,no,1
4,,3,,,A320,Solo Leisure,Business Class,London to Lisbon,Nov-22,4,3,3,yes,
4,4,4,,,Boeing 787 / A320,Solo Leisure,Economy Class,Montreal to Edinburgh via London Heathrow,Jan-22,4,4,4,yes,
3,4,2,,,,Solo Leisure,Economy Class,Miami to Budapest via London,Nov-22,3,1,1,no,
1,,3,,,,Solo Leisure,Premium Economy,Amman Jordan to London UK (Heathrow),Nov-22,2,4,2,no,
1,1,1,,,,Solo Leisure,Economy Class,Dusseldorf to London via Los Angeles,Aug-22,1,1,1,no,1
1,4,4,,,Boeing 777,Solo Leisure,Business Class,London to Cape Town,Nov-22,2,1,1,no,
2,2,2,,,,Solo Leisure,Economy Class,Milan to Dallas via London,Nov-22,5,2,1,no,2
3,1,1,,,Boeing 787-8,Solo Leisure,Economy Class,Baltimore to London Heathrow,Nov-22,3,2,3,yes,
3,2,3,,,,Couple Leisure,Business Class,Dubai to Belfast via London,Oct-22,3,1,1,no,2
,,5,,,,Couple Leisure,Economy Class,Dallas to Bologna via London,Jul-22,5,1,1,no,
,,,,,,Solo Leisure,Economy Class,San Francisco to London,Oct-22,,1,1,no,
1,,2,,,A320,Solo Leisure,Economy Class,London Heathrow to Gibraltar,Oct-22,1,3,3,no,
1,2,3,,,Boeing 777,Solo Leisure,Business Class,London Heathrow to Nairobi,Oct-22,1,1,1,no,1
5,5,5,,,A350-1000,Solo Leisure,Business Class,London to Los Angeles,Oct-22,4,3,5,yes,5
5,,3,,,A320,Solo Leisure,Business Class,Copenhagen to Heathrow,Oct-22,5,4,5,yes,5
1,1,1,,,A320,Family Leisure,Economy Class,Larnaca to London,Oct-22,2,2,2,no,
4,5,5,,,Boeing 787-10,Couple Leisure,Business Class,Atlanta to London,Oct-22,4,5,4,yes,5
1,4,3,,,A380,Solo Leisure,Business Class,Madrid to San Francisco via London,Sep-22,1,3,1,no,
5,3,3,,,A380,Solo Leisure,Economy Class,London to Washington,Oct-22,5,2,5,yes,
3,3,1,,,A380,Couple Leisure,Economy Class,London to San Francisco,Oct-22,1,1,1,no,5
1,3,2,,,,Solo Leisure,Economy Class,London to Delhi,Oct-22,2,4,1,no,
3,4,3,,,Boeing 777-300,Couple Leisure,Economy Class,London to Los Angeles,Oct-22,4,4,4,yes,
3,2,5,,,Boeing 777,Couple Leisure,Business Class,Miami to London Heathrow,Oct-22,5,4,3,yes,
4,2,4,,,A380,Solo Leisure,Business Class,Dubai to London,Oct-22,4,4,3,yes,2
1,,1,,,A320neo,Couple Leisure,Economy Class,London to Cairo,Oct-22,1,4,1,no,1
5,5,5,,,Boeing 777,Solo Leisure,Business Class,Orlando to London Gatwick,Oct-22,5,5,4,yes,4
1,,2,,,A321neo,Business,Economy Class,London to Cairo,Oct-22,4,3,1,no,2
2,4,2,,,A380,Couple Leisure,Economy Class,Dallas to London,Sep-22,4,4,3,yes,
4,,4,,,A319,Couple Leisure,Business Class,Jersey to London Heathrow,Sep-22,4,3,4,yes,
4,,4,,,A320,Couple Leisure,Business Class,London Heathrow to Jersey,Sep-22,5,3,4,yes,
2,1,1,,,A320-200,Solo Leisure,Business Class,Istanbul to London Heathrow,Sep-22,3,3,2,no,
4,4,5,,,Boeing 777-200,Solo Leisure,Business Class,London Heathrow to New York JFK,Sep-22,4,5,5,yes,
,,2,,,,Business,Economy Class,Gothenburg to Jersey via London,Jun-22,2,1,1,no,
5,5,5,,,,Solo Leisure,Premium Economy,Heathrow to Mexico City,Sep-22,5,5,5,yes,5
5,5,5,,,,Solo Leisure,Economy Class,London to Tampa,Sep-22,5,5,5,yes,5
2,5,1,,,,Solo Leisure,Economy Class,Sydney to London via Singapore,Sep-22,3,4,2,yes,5
1,,4,,,A320,Couple Leisure,Economy Class,London to Lisbon,Sep-22,5,3,3,yes,
1,,1,,,,Business,Business Class,London to Istanbul,Sep-22,1,1,1,no,
2,1,4,,,,Couple Leisure,Economy Class,London to Manchester,Sep-22,1,1,1,no,1
3,,4,,,Boeing 777,Family Leisure,Economy Class,London to Rome,Aug-22,4,1,2,no,
5,1,3,,,,Couple Leisure,Business Class,London Gatwick to Malaga,Sep-22,5,4,3,yes,1
,,,,,,Business,Economy Class,Heathrow to Tenerife,Nov-21,,,1,no,
1,2,3,,,,Couple Leisure,Economy Class,Manchester to Seattle via London,Aug-22,2,4,3,no,
2,3,2,,,,Couple Leisure,Premium Economy,San Francisco to London,Apr-22,1,1,1,no,
4,,3,,,,Couple Leisure,Economy Class,Berlin to London City,Aug-22,5,2,4,yes,
5,5,5,,,Boeing 787,Couple Leisure,Economy Class,Tel Aviv to London,Aug-22,5,3,4,yes,
1,1,1,,,,Solo Leisure,Business Class,London to Manila via Singapore,Jun-22,1,1,1,no,
1,,1,,,,Solo Leisure,Economy Class,London to Barcelona,Jun-22,2,1,1,no,
1,,2,,,,Business,Business Class,Los Angeles to Thessaloniki via London,Jun-22,2,1,1,no,
5,5,5,,,,Couple Leisure,Economy Class,Boston to Dublin via London,Aug-22,5,5,5,yes,1
5,5,5,,,,Couple Leisure,Economy Class,London to New York,Jul-22,5,5,3,yes,5
1,3,2,,,Boeing 777,Family Leisure,Economy Class,Cape Town to London Heathrow,Aug-22,1,4,3,no,
5,,3,,,,Couple Leisure,Premium Economy,Dallas Ft Worth to London,May-22,5,4,4,yes,
1,,1,,,,Family Leisure,Economy Class,London to Amsterdam,Jul-22,1,1,1,no,
1,1,1,,,A320,Solo Leisure,Business Class,London to Marrakesh,Jun-22,1,1,1,no,1
,,,,,,Solo Leisure,Economy Class,Accra to London,Nov-21,,1,1,no,
3,,3,,,,Solo Leisure,Economy Class,Nairobi to New York via London,Jul-22,5,3,1,no,
4,4,4,,,A380,Family Leisure,Business Class,San Francisco to London,Jul-22,5,4,4,yes,5
,,1,,,A320,Solo Leisure,Economy Class,London to Amman,May-22,1,1,1,no,
2,,2,,,,Family Leisure,Economy Class,Edinburgh to Washington via London,Jul-22,2,1,1,no,
5,5,5,,,,Couple Leisure,Economy Class,Vancouver to Amsterdam via London,Jun-22,5,1,1,no,
3,1,1,,,A350-1000,Couple Leisure,Economy Class,Sao Paulo to Heathrow,Jul-22,2,3,3,yes,
1,,3,,,A321,Couple Leisure,Economy Class,London to Reykjavik,May-22,4,1,4,yes,
2,,4,,,A321,Business,Economy Class,Belfast to London,Jul-22,5,2,4,yes,
,,,,,,,Business Class,London to Malaga,Jul-22,,,1,no,
5,5,5,,,,Couple Leisure,Business Class,London to Toronto,Jul-22,5,5,5,yes,
4,5,4,,,A350,Family Leisure,Business Class,London to Los Angeles,Jul-22,4,5,4,yes,5
,,1,,,,Family Leisure,Economy Class,Washington to London,Jul-22,1,1,1,no,
1,1,1,,,,Solo Leisure,Premium Economy,Nairobi to New York via London,Jul-22,1,1,1,no,1
3,,4,,,Embraer 190,Couple Leisure,Business Class,Dublin to London City,Jul-22,4,1,1,no,
3,2,3,,,"A320, Boeing 787",Solo Leisure,Premium Economy,Venice to Baltimore via London Heathrow,Jul-22,3,1,2,no,1
,,,,,,Couple Leisure,Premium Economy,London to Nairobi,Jun-22,,,1,no,
3,2,1,,,A350,Couple Leisure,Economy Class,London Heathrow to Johannesburg,Jun-22,3,2,4,no,
,,,,,,Family Leisure,Economy Class,Belfast to London,Jun-22,,1,1,no,
2,2,2,,,,Family Leisure,Business Class,,Jun-22,2,1,1,no,
1,1,1,,,,Couple Leisure,Economy Class,London to Paris,Jul-21,1,1,1,no,1
4,2,3,,,,Business,Business Class,Miami to Paris,Jun-22,4,3,1,no,1
1,1,2,,,,Family Leisure,Economy Class,Edmonton to Cairo,Jun-22,2,1,2,no,1
2,2,2,,,,Couple Leisure,Premium Economy,Amsterdam to Montreal via London,Jun-22,2,2,2,no,2
,,,,,,Solo Leisure,Economy Class,Hong Kong to London,Apr-22,,,1,no,
2,,3,,,,Family Leisure,Economy Class,Belfast to London,Jun-22,1,1,1,no,
1,2,1,,,A350,Business,Economy Class,London to Johannesburg,Jun-22,4,3,2,no,1
1,1,1,,,A320,Couple Leisure,Economy Class,Paris CDG to London Heathrow,Jun-22,4,2,1,no,1
2,2,2,,,,Couple Leisure,Business Class,Portland to London,Jun-22,4,4,2,no,
2,,3,,,A320,Business,Business Class,London to Malaga,Jun-22,2,2,3,no,3
4,3,1,,,,Couple Leisure,Economy Class,Boston to Edinburgh via Heathrow,Jun-22,4,1,1,no,1
,,1,,,,Couple Leisure,Economy Class,Edmonton to Santorini via Toronto / London,Jun-22,1,1,1,no,
1,3,1,,,A380,Solo Leisure,Economy Class,Vancouver to London,Jun-22,2,2,3,no,
3,5,4,,,Boeing 777-200,Couple Leisure,Business Class,London to san Francisco,Jun-22,4,2,4,yes,4
,,2,,,,Business,Economy Class,London to Amsterdam,Jun-22,2,2,1,no,
2,4,4,,,Boeing 777,Couple Leisure,Premium Economy,Cancun to London Gatwick,Jun-22,3,3,3,no,
3,4,2,,,,Couple Leisure,Economy Class,Phoenix to Hamburg via London,Jun-22,2,1,1,no,
1,1,1,,,,Family Leisure,Business Class,Dallas Fort-Worth to Toulouse via London,Jun-22,1,1,1,no,1
5,,5,,,A320,Couple Leisure,Business Class,London to Thira,Jun-22,5,5,5,yes,
5,,5,,,,Family Leisure,Economy Class,Islamabad to Manchester via Gatwick,Apr-22,5,5,4,yes,
3,4,4,,,A380,Solo Leisure,Business Class,Vancouver to London,Jun-22,5,2,5,yes,4
5,,4,,,Boeing 777-300ER,Business,Economy Class,London to Boston,May-22,5,5,3,yes,5
4,,4,,,,Solo Leisure,Economy Class,Johannesburg to Toronto via London,May-22,4,4,3,yes,1
,,,,,,Couple Leisure,Economy Class,Zurich to London,Feb-22,,1,1,no,
3,,4,,,Boeing 777,Couple Leisure,Business Class,Johannesburg to London Heathrow,Apr-22,4,3,3,yes,
3,4,4,,,,Couple Leisure,Business Class,Miami to Zurich via London,May-22,3,1,1,no,
1,3,1,,,Boeing 777-300,Family Leisure,Economy Class,Bridgetown to London,May-22,5,3,1,no,
,,,,,,Family Leisure,Business Class,London to Malaga,May-22,,,2,no,
1,,2,,,,Couple Leisure,Business Class,Dubrovnik to London,May-22,2,4,1,no,
1,,2,,,,Couple Leisure,Economy Class,Amsterdam to London,May-22,1,1,1,no,
,,,,,,Business,Economy Class,Columbus to Nairobi via Chicago / London,May-22,,,1,no,
,,,,,,Solo Leisure,Economy Class,London to Geneva,Mar-22,,,1,no,
,,,,,,Solo Leisure,Business Class,London to Mauritius,Mar-22,,1,1,no,
1,1,3,,,A320,Solo Leisure,Economy Class,London Heathrow to Malaga,May-22,2,1,3,no,1
2,2,1,,,,Solo Leisure,Economy Class,Basel to Johannesburg via London,May-22,2,1,2,no,1
3,,2,,,A320,Couple Leisure,Business Class,Athens to London,May-22,4,3,2,no,2
4,3,5,,,Boeing 787,Solo Leisure,Premium Economy,London to Mexico City,Apr-22,4,4,4,yes,
4,4,3,,,,Business,Economy Class,Glasgow to New York,May-22,4,1,1,no,4
,,1,,,,Solo Leisure,Economy Class,London Heathrow to Los Angeles,May-22,5,4,1,no,
5,5,5,,,Boeing 777,Solo Leisure,Premium Economy,Dubai to Milan Malpensa via London,May-22,5,5,5,yes,3
,,,,,,Solo Leisure,Economy Class,Los Angeles to London,May-22,,,1,no,
2,,2,,,Boeing 777,Solo Leisure,Economy Class,London to Cape Town,Apr-22,1,1,1,no,
5,5,5,,,,Solo Leisure,Economy Class,São Paulo to Milan via London,Apr-22,5,5,5,yes,5
5,,3,,,A321 Neo,Family Leisure,Business Class,Madrid to London Heathrow,Apr-22,5,5,4,yes,
5,,4,,,A320,Couple Leisure,Business Class,Dubrovnik to London Heathrow,Apr-22,5,5,5,yes,
1,,1,,,,Business,Business Class,London to Aberdeen,Apr-22,2,3,1,no,
1,1,1,,,A320,Solo Leisure,Business Class,Pisa to London Heathrow,Mar-22,1,1,1,no,1
1,,1,,,Boeing 737 800,Couple Leisure,Economy Class,Johannesburg to Durban,Apr-22,1,1,1,no,
1,,3,,,A320,Couple Leisure,Economy Class,Gothenburg to Manchester via London,Apr-22,3,1,1,no,1
5,4,5,,,Boeing 787,Solo Leisure,Business Class,Chicago to London,Mar-22,5,3,4,yes,
2,3,2,,,,Couple Leisure,Economy Class,Riyadh to Nice via London,Apr-22,3,1,2,no,
,,,,,,Couple Leisure,Business Class,London to Glasgow,Apr-22,,,1,no,
4,3,4,,,A380,Family Leisure,Economy Class,Glasgow to Washington via London,Apr-22,5,4,3,yes,3
2,,2,,,A320neo,Business,Business Class,Malaga to London,Apr-22,4,2,2,no,1
4,5,5,,,,Couple Leisure,Economy Class,Nice to Dallas via London,Apr-22,5,5,4,yes,5
1,,1,,,,Solo Leisure,Economy Class,London to Paris,Mar-22,1,1,3,no,
2,1,3,,,A320 / Boeing 777,Couple Leisure,Business Class,Phoenix to Paris via London,Apr-22,2,2,2,no,
5,5,5,,,Boeing 777-200,Business,Business Class,Phoenix to London Heathrow,Apr-22,5,4,5,yes,3
1,,1,,,,Couple Leisure,Economy Class,Santorini to Los Angeles via London,Apr-22,1,1,1,no,
,,,,,,Family Leisure,Business Class,London to Tokyo,Jun-22,,,1,no,
5,,5,,,Embraer,Solo Leisure,Business Class,Edinburgh to London City,Apr-22,5,5,4,yes,
4,4,4,,,Boeing 777-200ER,Solo Leisure,Business Class,Vancouver to London,Mar-22,4,2,5,yes,5
2,,2,,,A319,Couple Leisure,Business Class,London to Venice,Mar-22,4,2,3,yes,
1,,1,,,A320,Business,Business Class,London to Barcelona,Apr-22,1,1,1,no,
3,1,2,,,Boeing 777,Couple Leisure,Business Class,Barbados to Heathrow,Mar-22,3,4,3,yes,
,,1,,,,Business,Economy Class,Heathrow to Bologna,Apr-22,1,1,1,no,
4,,4,,,A320,Business,Business Class,Geneva to London,Apr-22,5,1,4,no,3
1,1,1,,,,Solo Leisure,Economy Class,London to Singapore,Apr-22,1,1,1,no,1
4,2,4,,,Boeing 777,Couple Leisure,Business Class,London to Barbados,Mar-22,5,4,4,yes,
1,,3,,,Boeing 777,Couple Leisure,Business Class,Cape Town to London Heathrow,Mar-22,3,3,1,no,
1,1,3,,,,Couple Leisure,Economy Class,Sydney to Heathrow,Mar-22,1,2,4,no,
2,1,2,,,A320,Business,Business Class,London to Malaga,Mar-22,1,1,1,no,
2,,2,,,,Couple Leisure,Economy Class,Austin to London via Dublin,Mar-22,1,1,1,no,
1,2,2,,,Boeing 777-200,Couple Leisure,Business Class,Cape Town to London,Mar-22,1,3,2,no,
1,,3,,,,Couple Leisure,Economy Class,London Heathrow to Funchal,Mar-22,3,1,3,no,
,,,,,,Couple Leisure,Economy Class,Gatwick to Antalya,Mar-22,,,1,no,
